,GPS,IMU,VelocidadLlantas,PorcentajeLlenado,KilosProcesados,VelocidadTrilladora,NivelCombustible,Kilometraje,NivelAceite,PresionLlantas
332,90.95,57.3,30.81,19.91,13.08,96.97,50.14,84.98,23.3,83.02
333,60.57,41.82,29.49,75.21,50.49,79.57,92.18,13.46,70.8,54.63
334,56.86,46.94,51.58,20.99,51.86,56.03,19.12,68.9,12.56,37.11
335,98.2,3.72,78.56,45.91,89.14,29.62,23.06,59.13,60.07,56.22
336,64.74,19.48,84.5,60.77,80.08,86.84,16.21,53.23,86.92,27.56
337,11.26,56.53,4.02,8.2,97.23,60.61,79.92,92.9,44.36,61.83
338,67.33,24.15,89.87,68.91,70.43,77.44,94.43,67.6,26.4,30.07
339,16.43,49.33,23.07,78.8,20.05,21.93,14.8,11.2,52.54,72.22
340,69.88,77.76,22.69,20.57,71.39,43.19,80.7,20.12,99.67,3.58
341,91.3,41.45,60.04,63.29,40.4,23.62,22.8,53.35,87.73,78.74
342,47.31,3.91,14.73,73.85,20.82,43.64,43.42,87.68,21.06,22.25
343,79.79,70.61,14.84,3.09,26.78,96.58,95.48,31.58,72.41,30.03
344,41.15,38.05,22.86,5.77,66.9,40.69,38.29,57.9,72.42,54.51
345,0.02,85.93,29.07,52.5,74.33,94.34,69.63,92.25,60.63,60.05
346,78.99,41.09,21.21,28.87,68.43,96.81,13.63,41.03,88.12,37.46
347,42.25,18.67,88.43,15.16,75.84,81.52,20.65,97.95,97.28,73.82
348,90.45,79.56,9.15,6.07,48.62,80.38,85.13,78.63,28.62,20.98
349,29.21,65.27,31.5,70.24,96.12,38.49,30.4,46.15,56.79,29.68
350,9.49,70.85,72.62,64.85,43.43,77.26,96.86,22.41,9.46,11.7
351,57.46,58.41,55.39,22.5,86.03,60.51,63.12,8.88,87.23,98.4
352,44.66,24.19,22.15,71.74,90.98,51.09,82.17,92.6,94.92,50.54
353,12.25,10.34,98.8,94.4,25.09,83.19,82.62,99.48,86.29,88.41
354,33.9,80.77,67.57,25.05,89.93,43.22,88.26,44.27,29.93,93.41
355,79.12,33.34,37.89,32.54,21.68,69.74,31.89,61.1,46.97,23.61
356,3.77,95.93,18.11,19.92,3.26,92.17,76.21,22.61,21.44,25.72
357,66.34,61.97,76.76,89.95,57.49,82.38,15.49,77.59,31.92,56.83
358,10.93,41,51.84,19.54,29.52,19.83,27.61,17.05,30.46,92.68
359,16.39,19.12,52.69,92.19,9.04,56.05,13.7,81.38,65.63,44.45
360,74.8,43.18,60.57,58.45,78.37,2.34,38.51,86.79,19.87,85.4
361,19.79,96.09,81.05,43.12,70.7,40.85,29.43,47.94,49.35,86.17
362,86.67,65.2,43.75,28.12,0.14,46.41,31.09,55.75,78.83,86.75
363,19.18,54.72,50.82,11.43,22.71,66.48,91.66,10.75,30.51,4.48
364,39.43,19.09,78.55,66.15,92.49,30.62,59.54,53.37,28.21,60.67
365,52.52,89.53,43.85,17.43,8.3,15.02,91.68,34.09,81.34,66.02
366,51.6,88.31,70.63,53.39,42.17,6.94,70.37,26.81,37.62,4.21
367,93.85,56.99,40.43,18.8,72.04,42.18,75.74,6.84,88.3,10.08
368,92.16,98.38,2.04,42.2,59.67,96.91,13.17,26.64,18.16,19.97
369,80.44,49.02,37.9,70.49,39.96,70.67,53.8,58.31,50.45,63.28
370,61.05,37.83,77.66,10.21,75.97,56,65.43,84.25,8.48,51.34
371,53.85,7.24,68.23,85.96,31.75,94.15,79.82,58.05,66.27,72.12
372,63.73,10.51,29.3,97,1.06,22.53,51.47,1.93,8.36,53.68
373,17.58,16.75,30.46,76.22,49.35,23.24,60.1,39.34,88.98,38.08
374,47.62,33.82,34.43,35.29,74,64.53,22.81,70.04,28.12,37.66
375,92.54,64.31,76.15,56.59,96.46,99.93,28.2,70.26,5.38,62.08
376,62.39,86.29,34.76,55.45,62.62,91.76,0.17,44.3,61.09,7.96
377,69.9,44.89,53.46,2.08,85.96,35.77,68.84,81.92,37.79,61.27
378,53.36,2.83,45.64,57.93,38.76,60.58,44.44,33.48,56.97,18.81
379,44.33,34.73,21.46,55.75,86.84,7.42,47.62,41.42,31.23,12.35
380,59.26,66.11,65.57,98.96,58.39,8.94,39.29,8.12,17.66,74.01
381,1.64,15.73,24.26,2.68,52.68,84.7,34.54,85.24,70.36,20.41
382,37.35,51.71,10.59,75.71,34.18,7.07,78.81,87.19,29.6,67.94
383,97.62,33.92,76.39,66.41,45.5,66.69,47.61,11.83,75.75,6.24
384,18.77,84.52,80.3,96.41,10.38,81.91,11.91,78.1,59.92,11.04
385,82.91,0.31,10.32,57.8,53.28,94.42,35.37,36.3,84.6,56.46
386,33.39,66.08,84.45,56.87,46.68,28.84,80,71.54,4.45,43.54
387,54.54,55.82,31.61,52.95,32.19,45.1,32.61,73.56,33.65,44.45
388,92.78,43.52,24.91,43.47,44.34,27.75,45.06,54.31,36.64,15.32
389,19.35,15.97,74.26,80.74,83.47,45.19,44.1,2.79,59.99,97.99
390,5.72,38.93,53.94,0.65,89.58,5.65,96.09,37.86,58.76,20.26
391,92.06,39.83,21.97,38.49,27.72,9.55,91.54,59.41,75.52,65.57
392,32.59,80.57,33.81,50.9,82.72,93.43,40.73,52.29,57.7,26.38
393,54.36,7.95,47.92,30.58,61.02,71.79,24.13,94.4,46.02,80.74
394,81.72,38.15,90.98,23.09,82.43,35.69,72.73,76.52,11.94,93.71
395,91.41,77.44,6.96,43.97,15.28,24.09,99.47,1.02,3.29,20.11
396,8.92,65.04,61.67,84.43,13.28,34.06,69.39,53.45,70.98,17.58
397,57.24,64.21,49.65,84.8,40.51,16.78,16.23,63.26,94.22,65.46
398,39.87,22.86,8.59,36.47,55.66,70.53,87.83,65.97,3.45,10.16
399,84.57,44.01,93.78,38.37,24.95,52.13,12.79,95.19,43.17,8.93
400,7.79,6.92,23.61,58.69,67.79,60.8,47.34,24.1,81.97,97.09
401,70.28,99.34,15.21,63.3,19.86,4.87,3.55,38.19,25.25,27.75
402,92.13,34.18,75.9,78.39,91.43,95.36,29.02,77.04,64.02,77.31
403,38.75,40.66,90.21,25.99,0.02,44.28,88.49,52.19,67.74,80.69
404,40.18,75.72,35.47,37.01,16.75,84.67,94.68,3.14,99.53,55.71
405,3.72,55.46,27.68,55.92,41.94,72.48,72.5,52.97,20.66,20.34
406,13.15,68.44,3.46,13.09,68.23,72.02,64.9,85.6,25.49,43.73
407,40.78,1.33,0.24,25.86,34.73,3.52,10.56,48.74,70.48,97.49
408,61.82,40.96,60.76,47.5,37.31,62.81,3.33,82.29,3.17,8.89
409,23.8,39.96,7.33,56.76,93.55,55.92,17.95,97.58,26.92,82.57
410,69.63,60.48,96.73,53.22,38.32,56.66,44.09,26.34,40.37,46.62
411,19.86,21.55,27.87,55.46,19.41,5.72,68.47,2.44,10.67,33.85
412,55.62,55.34,57.56,90.78,84.99,72.73,49.6,49.68,56.61,92.13
413,9.46,50.21,35.63,89.89,48.35,26.92,29.91,22.91,36.69,85.99
414,56.37,40.1,37.32,53.86,40.4,55.49,64.72,73.17,67.56,7.9
415,56.23,94.63,45.69,98.11,13.59,30.59,93.45,49.46,12.41,94.02
416,92.1,66.77,95.94,49.78,82,49.07,33.78,47.65,2.53,30.61
417,34.74,2.59,94.59,42.61,88.66,2.36,23.1,85.23,39.98,1.73
418,30.9,33.2,90.17,32.26,51.56,65.37,97.71,54.42,21.56,58.8
419,13.83,24.41,22.93,16.19,81.4,97.32,45.78,70.32,16.01,35.83
420,63.15,59.51,15.59,11.09,28.26,96.73,57.05,34.06,48.93,24.44
421,47.26,1.24,61.24,13.92,38.61,82.47,30.38,58.12,55.13,49.47
422,8.29,93.58,11,93.57,17.95,22.11,6.85,80.96,48.18,29
423,36.81,8.28,42.41,40.58,87.9,20.55,40.44,40.16,63.13,14.53
424,0.97,20.58,42.47,28.19,82.71,8.38,8.01,58.79,85.58,72.3
425,71.67,3.38,54.81,91.66,99.94,91.12,41.84,52.04,5.05,60.24
426,67.62,20.67,33.75,21.46,50.74,52.77,61.62,51.35,27.21,75.67
427,18.65,33.27,63.46,73.71,53.26,2.34,18.2,21.27,85.35,13.77
428,21.31,87.69,90.4,21.21,58.53,32.38,84.95,51.46,68.31,28.79
429,97.21,71.98,85.01,99.9,98.88,61.55,12.37,13.01,3.99,54.93
430,48.81,11.83,57.66,46.81,4.3,9.85,53.48,87.5,92.99,98.94
431,70.39,4.83,47.58,87.35,22.7,83.38,62.8,48.46,28.89,81.63
432,54.86,64.97,62.6,32.05,74.12,43.9,63.38,64.4,76.32,46.34
433,27.74,94.98,52.17,58.11,78.55,78.25,43.21,30.77,42.8,1.99
434,9.66,93.8,30.5,28.03,41.67,51.31,89.45,58.19,68.99,23.5
435,62.46,80.97,53.05,10.95,88.48,27.32,70.23,56.25,34.53,79.68
436,22.27,17.63,4.24,28.19,51.11,0.33,9.89,57.07,58.81,57.25
437,42.05,48.94,62.24,27.21,56.41,8.6,44.11,76.85,8.52,59.56
438,97.48,80.48,44.96,75.17,74.22,20.89,21.57,10.15,93.77,9.8
439,18.17,97.98,16.18,44.35,62.57,77.76,25.22,74.66,93.03,37.64
440,40.72,4.49,85.61,62.07,92.25,90.49,24.28,47.31,97.69,75.41
441,89.72,19.69,27.52,2.52,87.08,67.98,58.04,99.11,89.43,12.77
442,88.85,80.86,13.41,55.52,94.44,77.57,82.75,15.96,97.45,42.82
443,43.93,15.9,9.14,42.44,77.46,90.48,63.88,72.37,88.3,3.72
444,0.6,53.79,22.14,6.95,90.8,97.4,79.76,79.91,0.59,94.9
445,29.74,23.85,37.85,21.86,54.34,88.89,16.37,33.01,87.78,48.86
446,17.85,93.53,70.01,99.04,64.07,10.25,95.14,59.43,80.01,4.41
447,22.68,11.67,92.96,12.4,22.44,47.26,99.08,28.17,44.54,14.43
448,83.56,14.66,92.27,97.78,61.73,51.95,46.99,90.2,60.68,3.17
449,93.2,64.29,76.34,55.96,48.28,7.34,74.61,73.79,96.78,73
450,69.21,88.89,4.36,63.06,47.05,18.66,97.58,45.61,46.67,38.35
451,93.87,89.18,45.03,30.19,33.77,39.39,92.85,65.49,64.47,13.01
452,99.55,94.07,98.18,84.96,63.29,60.19,76.98,27.13,63.02,56.56
453,99.64,96.58,37.14,44.59,10.7,24.61,6.68,74.04,42.13,82.27
454,41.29,50.16,59.38,85.33,65.02,74.65,74.92,87.69,42.84,70.83
455,58.38,79.58,98.89,42.39,91.22,5.53,99.83,11.68,33.71,39.52
456,61.65,65.91,29.78,87.99,93.7,63.79,25.47,84.68,52.97,68.66
457,82.95,92.75,71.51,60.76,27.46,5.17,62.97,53.59,20.49,95.98
458,30.03,89.09,85.62,71.36,18.38,63.49,38.66,72.43,81.43,3.44
459,52.51,69.6,22.08,82.47,36.18,94.82,8.43,68.04,4.79,22.87
460,2.82,39.04,13.56,95.55,38.19,23.69,65.94,4.2,57.09,63.39
461,72.97,6.91,67.35,3.61,21.17,59.7,66.49,84.24,69.86,84.8
462,77.59,15.85,30.3,80.84,75.14,52.44,36.72,94.98,17.82,91.14
463,92.92,2.44,5.09,32.71,83.29,94.57,54.42,12.49,14.95,70.47
464,1.49,85.38,36.1,16.61,50.54,53.59,10.73,69.27,24.14,77.95
465,74.29,54.76,0.61,32.35,29.69,75.78,11.1,96.2,53.09,67.25
466,32.27,43.51,56.68,5.3,67.84,25.78,9.73,87.35,78.37,28.43
467,19.4,44.65,50.07,81.31,64.22,85.76,37.81,78.18,43.85,37.88
468,70.89,17.91,37.66,63.27,82.28,46.11,83.06,66.92,64.25,89.5
469,74.8,33.37,3.05,69.65,5.96,34.7,6.31,53.54,32.11,94.63
470,1.7,37.18,92.62,89.2,92.15,13.81,33.79,38.53,39.62,45.42
471,51,62.17,81.53,54.38,45.18,47.77,37.5,63.39,42.89,10.41
472,91.83,71.69,58.55,53.97,75.61,22.04,36.2,72.88,73.25,28.54
473,90.34,39.35,27.32,94.6,84.96,85.71,50.47,31.92,78.97,42.01
474,65.59,86.43,0,65.44,9.71,60.86,97.94,67.61,35.76,84.01
475,89.01,3.53,36.65,77.18,45.15,73.36,38.2,32.32,95.69,46.59
476,41.07,81.98,75.12,28.28,30.06,47.37,30.66,43.89,59.57,65.31
477,58.82,77.28,38.07,87.68,96.63,6.53,6.81,55.2,79.61,27.68
478,65.65,81.51,95.36,47.72,49.84,8.68,0.75,38.11,42.23,67.72
479,40.39,27.18,69.08,87.73,3.48,89.15,34.33,49.11,4.33,2.69
480,77.84,67.94,24.27,12.17,79.97,25.94,19.96,14.32,51.14,69.31
481,24.55,75.97,23.03,93.36,15.15,64.4,45,96.06,13.82,25.57
482,91.33,54.46,10.44,43.71,39.52,60.17,39.04,21.66,37.39,34.43
483,49.53,99.65,83.14,12.19,45.95,47.19,21.74,91.47,55.5,82.06
484,81.09,89.4,78.67,72.36,47.45,83.64,97.46,55.47,8.02,37.09
485,67.72,84.39,76.62,59.32,70.98,82.18,48.83,73.4,11.83,7.38
486,95.57,54.83,75,85.28,30.48,56.22,61.42,92.36,37.9,67.45
487,1.91,95.67,99.19,24.08,22.48,52.03,41.31,78.76,26.19,90.05
488,31.08,32.67,11.07,55.36,87.08,78.18,89.06,29.64,79.4,8.66
489,3.56,48.66,64.12,17.02,45.41,97.25,77.53,10.34,72.34,8.67
490,19.79,51.34,9.3,63.87,14.02,23.24,16.38,65.63,11.39,20.99
491,12.82,18.35,52.05,89.63,94.84,59.59,4.14,50.61,90.52,2.97
492,99.97,1.96,33.44,4.95,54.03,6.14,81.54,34.29,63.12,5.52
493,41.06,61.92,7.6,66.19,8.68,62.47,34.47,23.51,13.3,85.94
494,2.01,91.52,86.32,53.86,29.72,8.42,15.21,20.52,41.14,22.26
495,4.12,44.87,83.26,24.42,29.12,1.02,11.44,92.42,11.68,19.33
496,85.79,39.75,77.8,78.68,99.35,3.06,29.07,72.69,60.5,29.1
497,3.17,22.93,88.53,31.98,24.86,22.67,94.86,11.11,59.73,29.3
498,80.49,69.36,62.65,56.99,97.37,17.23,52.28,97.97,25.55,2.32
499,88.14,83.64,29.63,22.27,8.69,54.46,19.79,68.06,33.6,41.85
500,11.39,28.97,46.56,75.28,42.05,94.77,61.02,94.3,49.21,22.08
501,66.75,93.07,71.6,76.22,29.4,41.13,13.47,67.53,51.52,65.25
502,62.11,73.34,90.07,28.9,30.54,10.93,3.28,63.38,83.25,10.87
503,96.8,69.97,57.75,11.11,61.42,62.31,47.88,25.18,21.86,92.45
504,1.46,88.52,66.2,82.76,68.13,15.16,9.93,82.45,37.67,70.85
505,85.68,73.91,85.11,0.37,73.98,34.97,50.31,62.38,6.34,55.5
506,80.75,62.18,13.79,73.57,36.91,80,91.18,35.07,42.9,18.39
507,72.35,80.33,27.37,23.37,45.2,6.35,30.78,67.75,34.05,67.42
508,45.75,35.76,79.66,14.06,6.97,12.28,43.11,19.61,24.75,8.04
509,65.03,15.89,68.05,25.32,93.78,65.62,56.01,62.97,90.34,68.17
510,15.46,87.98,68.52,15.14,32.81,88.48,27.11,62.45,90.98,88.49
511,5.24,44.13,13.52,59.74,96,96.66,90.45,46.23,47.14,48.78
512,40.96,49.14,79.44,63.62,63.36,93.1,87.26,86.83,19.48,56.84
513,78.61,18.06,59.96,45,90.07,80.48,45.95,97.36,75.65,49.73
514,91.33,18.41,43.12,13.26,86.1,81.89,60.27,51.76,21.48,23.7
515,98.08,8.27,53.41,27.3,47.15,53.65,9.07,96.75,77.99,94.92
516,83.19,54.14,84.92,17.07,84.62,91.5,43.1,20.79,56.28,61.67
517,35.3,62.89,23.77,34.6,1.33,2.9,84.93,56.4,92.3,69.01
518,18.8,60.83,89.96,99.15,73.07,81.97,95.8,62.96,43.85,75.77
519,78.61,95.52,84.45,97.74,3.07,97,7.35,20.85,28.48,39.35
520,54.4,26.64,81.65,12.84,30.7,0.98,88.04,14.16,59.88,57.13
521,56.1,72.17,36.33,79.78,25.61,61.59,7.05,8.86,65.07,23.52
522,99.6,11.27,2.24,67.05,79.29,61.95,61.96,32.9,90.45,96.96
523,7.25,64.25,68.13,88.35,56.46,70.6,11.81,69.66,78.4,82.44
524,72.72,42.15,90.11,54.48,69.62,38.09,8.82,20.78,58.57,1.93
525,82.9,0.16,20.47,82.84,41.32,45.05,5.12,57.9,76.84,10.97
526,52.96,94.58,21.52,72.14,47.02,66.17,77.16,48.6,86.97,89.37
527,45.58,84.12,66.67,26.95,58.4,84.97,38.31,42.36,27.97,60.8
528,19.72,53.39,35.38,82.3,8.85,86.28,6.24,76.33,84.16,85.01
529,99.89,50.32,51.24,21.79,14.67,55.02,68.93,31.12,68.84,54.95
530,32.62,92.34,45.25,45.28,73.77,50.23,91.37,44.4,50.81,31.81
531,66.6,58.01,82.5,13.02,68.03,42.39,28.67,11.6,11.56,28.88
532,70.5,81.49,0.71,27.7,79.72,32.45,36.56,29.67,80.3,71.06
533,88.39,62.53,25.44,93.24,89.8,89.79,75.66,95.85,74.04,93.07
534,43.07,58.87,43,14.23,47.22,40.94,8.17,49.24,58.31,98.55
535,14.56,13.43,18.04,36.74,85.01,95.32,56.42,74.58,57.14,33.96
536,12.14,83.07,98.21,14.23,91.63,63.95,7.58,6.19,40.29,59.93
537,57.67,27.87,77.77,80.67,18.58,94.62,94.51,43.72,47.14,17.62
538,0.5,76.27,95.85,38.46,41.09,88.79,97.92,7.16,45.21,2.34
539,0.26,71.02,57.45,47.87,53.4,1.53,26.18,25.05,59.94,76.17
540,48.44,68.78,91.45,97.33,10.94,25.46,66.27,82,54.28,1.68
541,15.22,13.39,34.24,85.95,35.91,23.52,64.92,67.29,54.38,91.34
542,62.87,54.93,59.44,8.88,32.69,92.04,12.2,89.91,50.18,60.15
543,63.63,25.33,3.32,27.56,17.03,72,74.07,80.8,29.79,79.66
544,18.92,7.88,77.42,62.53,59.46,81.52,35.23,83.3,97.38,88.47
545,33.34,9,74.09,28.91,33.03,48.39,42.38,39.95,59.26,42.04
546,94.51,21.97,52.8,37.84,32.08,49.91,89.59,62.12,47.7,5.47
547,1.7,13.9,22.83,10.83,63.64,30.03,90.22,31.22,65.72,43.96
548,50.74,63.89,1.01,83.51,55.88,98.34,42.38,87.23,10.55,94.35
549,47.31,85.74,94.76,59.62,44.6,4.36,89.35,3,69.31,92.32
550,48.97,93.6,20.92,20.27,60.03,97,43.6,93.94,24.04,17.16
551,80.46,5.54,0.92,42.1,14.8,11.38,87.29,23.48,47,71.15
552,99.54,27.78,66.44,4.04,81.94,50.24,78.38,5.94,88.38,81.29
553,12.6,29.83,6.43,49.34,36.4,48.11,24.37,86.32,7.4,96.54
554,69.9,51.85,58.27,0.94,25.27,23.52,48.85,25.81,9.66,38.43
555,43.82,43.19,76.95,40.42,69.38,79.18,6.69,78.66,60.55,95.19
556,75.62,58.39,33.57,8.56,27.97,87.26,57.37,26.47,52.42,93.9
557,27.88,77.47,48.72,52.9,22.28,68.75,37.76,99.69,82.53,16.6
558,24.43,67.64,3.95,44.49,95.41,85.2,47.72,86.16,0.72,59.09
559,60.57,16.72,8.46,40.71,91.86,38,64.46,68.41,96.61,41.47
560,67.98,73.43,35.65,70.21,71.43,36.78,36.4,84.41,0.83,70.14
561,39.98,10.77,7.69,17.3,80.07,43.19,97.03,17.29,37.05,90.36
562,17.96,22.75,29.38,15.08,40.35,23.96,56.52,57.5,80.11,74.22
563,12.88,33.78,52.38,68.38,22.51,56.73,41.67,6.13,60.06,40.06
564,75.54,83.26,9.02,70.46,4.5,13.61,52.94,89.32,26.7,13.97
565,76.55,60.61,94.97,96.93,33.95,29.11,27.36,71.43,96.67,2.36
566,56.82,74.83,79.52,41.31,65.73,86.79,47.04,12.1,44.74,46.36
567,5,35.49,70.87,81.6,14.31,22.89,74.03,48.72,17.74,88.44
568,16.02,15.25,71.39,26.13,88.24,66.74,10.09,93.18,27.85,63.44
569,24.69,98.54,74.48,49.12,11.19,97.44,61.04,74.62,58.08,94.3
570,12.67,50.91,27.98,90.5,89.75,16.59,53.02,51.35,47.33,10.09
571,39.72,17.18,35.56,87.5,47.74,86.11,90.32,52.78,94.69,6.32
572,98.87,64.58,60.83,17.45,95.16,97.36,7.73,5.96,83.47,20.81
573,34.64,95.03,33.86,70.45,5.8,57.5,45.01,0.19,69.97,97.57
574,18.39,74.94,38.35,98.04,62.16,29.4,17.04,65.28,20.8,62.04
575,76.97,69.13,12.87,98.74,87.97,98.05,40.27,77.19,66.17,18.47
576,53.03,78.69,42.35,85.79,43.48,89.15,81.7,56.03,27.83,94.06
577,90.74,73.69,63.28,20.25,71.74,71.25,69.97,28.75,13.14,86.4
578,48.21,44.43,53.45,7.85,65.28,61.17,77.19,29.28,71.22,56.18
579,23.74,37.88,85.63,0.44,3.93,68.55,65.73,97.45,25.44,19.5
580,81.67,99.94,62.74,58.38,19.31,26.26,72.16,71.48,38.09,61.54
581,72.76,67.71,19.18,90.44,87.54,79.04,15.19,62.12,97.81,87.35
582,85.28,11.22,20.46,0.45,52.74,4.49,25.63,57.77,49.23,24.76
583,60.02,18.31,50.8,71.65,43.22,4.92,65.7,61.31,91.35,11.67
584,80.29,64.95,93.19,25.31,95.92,59.31,1.31,82.6,89.81,75.13
585,94.54,84.89,78.98,90.43,14.21,81.29,15.65,48.21,91.25,94.37
586,87.58,11.16,62.85,57.27,44.29,12.1,33.96,93.25,15.81,25.66
587,30.03,72.63,74.6,32.21,98.52,79.71,46.92,69.16,89.27,46.4
588,45.49,58.4,87.59,86.94,36.62,3.95,47.63,35.55,14.25,55.23
589,47.45,63.9,30.76,61.84,45.03,32.11,35.62,51.97,92.27,94.95
590,7.03,93.93,54.42,91.67,95.81,97.54,32.81,37.4,13.34,89.61
591,72.91,2.71,91.69,16.68,92.26,29.95,56.48,72.29,50.19,65.25
592,16.04,94.64,26.68,58,47.96,58.18,14.87,34.62,98.98,99.06
593,22.54,25.48,25.45,51.76,61.71,48.87,81.49,26.28,4.23,65.28
594,62.04,6.49,78.47,37.87,92.41,38.59,11.56,42.32,91.65,78.89
595,94.58,49.02,18.84,28.19,51.59,83.33,97.84,69.26,42.39,48.09
596,11.93,95.12,16.69,27.3,89.51,8.08,14.83,52.24,71.76,34.88
597,60.64,99.03,64.2,55.6,92.08,66.2,95.33,30.16,54.22,54.08
598,82.68,72.76,20.77,83.35,78.17,66.41,7.64,67.58,13.69,42.97
599,81.01,93.91,86.06,25.21,62.06,39.96,10,43.21,64.69,77.52
600,69.38,60.38,52.38,48.96,62.37,83.86,3.32,86.58,35.87,65.42
601,58.89,41.12,81.97,34.92,89.23,94.91,8.67,31.24,28.07,61.34
602,20.15,18.39,57.75,31.92,50.47,22.43,93.76,16.66,28.54,5.4
603,38.01,57.58,32.19,3.91,49.5,62.5,94.46,2,43.03,23.57
604,95.98,42.88,37.85,12.3,32.63,39.27,11.29,83.47,90.93,78.94
605,43.14,32.32,74.34,39.65,30.74,78.61,70.9,96.78,41,67.89
606,78.19,60.56,16.53,71.22,36.05,77.59,95.38,93.89,45.8,58.9
607,87.14,47.45,28.27,59.74,83.21,76.83,14.37,35.19,76.53,12.56
608,58.42,73.71,93.97,51.33,17.39,58.95,94.86,22.41,99.67,2.36
609,5.12,9.76,36.7,99.34,93.19,5.99,82.23,23.29,39.41,95.42
610,39.9,31.58,30.89,1.66,19.71,85.26,74.54,77.3,76.19,22.86
611,74.3,16.19,17.46,14.28,45.02,86.64,57.11,17.65,81.67,59.54
612,1.14,83.48,63.59,77.76,74.19,3.29,33.74,83.86,26.16,48.35
613,60.7,47.44,7.58,21.72,76.62,62.91,32.3,52.45,92.86,26.7
614,55.92,64.19,72.92,16.52,73.68,31.28,97.21,95.97,32.46,22.05
615,43.04,73.41,18.15,70.34,4.66,19.75,81.66,25.36,76.97,23.3
616,69.56,89.72,2.86,53.68,63.91,79.4,79.85,42.88,21.86,92.87
617,71.89,63.79,63.15,62.26,73.14,50.07,16.71,46.62,68.68,77.22
618,78.43,72.27,69.88,97.26,52.21,74.39,86.44,83.64,9.31,55.57
619,30.92,43.93,92.03,62.32,29.27,10.03,48.2,53.39,99.35,19.07
620,15.9,7.29,6.45,99.28,37.77,93.29,86.25,82.82,43.05,9.6
621,36.81,85.42,66.63,40.11,89.68,52.99,62.13,54.98,78.27,97.85
622,69.11,81.11,33.26,41.55,66.8,5.72,20.99,41.03,89.87,27.46
623,57.94,28.86,20.64,81.5,49.97,37,43.38,16,54.51,53.08
624,78.56,14.7,29.6,82.61,96.08,17.54,50.99,2.26,77.57,70.43
625,14.26,57.3,9.76,45.56,49.1,7.8,1.38,44,64.43,48.55
626,19.37,91.38,97.64,92.12,67.75,13.38,37.89,79.94,31.66,56.89
627,39.43,15.92,0.41,97.51,3.83,46.17,17.03,84.95,42.71,57.09
628,62.97,11.15,63.28,30.27,81.02,65.7,72.49,59.15,87.05,33.66
629,52.29,11.93,33.54,99.42,94.4,63.71,47.37,97.05,84.79,85.85
630,17.09,3.25,89.3,88.04,70.61,44.27,77.72,13.72,43.23,28.31
631,7.88,12.28,22.15,75.32,23.62,73.25,68.65,0.46,3.96,84.16
632,84.78,39.81,20.83,86.72,99.63,2.63,17.35,11.34,39.86,67.48
633,29.54,25.19,89.2,99.68,86.13,40.94,53.5,40.9,13.19,67.31
634,42.52,51.65,17.84,19.03,64.44,94,90.71,43.1,0.33,22.36
635,57.13,17.49,86.71,63.93,92.58,75.99,62.69,11.9,91.66,44.29
636,84.28,3.65,17.61,81.01,74.16,62.73,39.09,0.28,24.89,35.38
637,52.09,15.51,39.9,51.5,90.02,87.27,26.2,8.16,19.18,86.7
638,71.42,17.85,85.15,61.2,10.47,49.88,19.78,57.32,50.49,79.94
639,69.78,78.94,35.19,3.46,22.84,33.83,31.91,23.74,56.88,54.27
640,52.76,39.2,56.46,86.65,35.68,56.94,24.73,84.85,11.25,35.24
641,74.19,50.61,90.76,38.34,91.78,93.28,64.46,93.45,53.72,87.35
642,18.18,46.75,71.36,26.6,28.76,6.84,94.17,82.73,17.79,8.58
643,58.47,97.92,61.27,46.9,87.89,66.79,7.26,50.04,88.32,32.57
644,20.6,95.7,65.83,5.52,78.04,61.12,50.35,14.36,14.76,81.9
645,46.89,95.8,84.46,30.38,67.76,51.21,24.6,32.24,85.45,55.85
646,29.88,78.96,33.9,32.04,63.99,25.09,23.48,27.5,72.9,90.62
647,17.71,8.04,28.92,35.59,23.93,59.54,31.58,24.7,27.19,77.36
648,35.1,54.08,23.68,44.56,38.41,11.14,17.73,33.73,83.8,94.95
649,36.15,41.18,18.77,28.35,29.92,91.02,7.67,62.04,19.24,27.65
650,72.02,9.77,17.38,77.12,86.5,71.81,64.96,4.39,85.06,29.66
651,68.02,58.87,15.17,51.18,12.98,94.57,41.32,85.84,14.18,21.59
652,86.48,31.6,33.78,37.32,33.05,85.28,25.53,27.27,35.95,53.29
653,22.98,92.5,11.63,41.92,8.52,12.52,3.73,63.64,93.48,92.74
654,53.17,88.9,7.51,67.31,39.02,74.48,14.22,81.98,70.93,10.32
655,6.33,26.45,67.49,2.73,92.62,40.33,26.55,1.97,55.95,77.3
656,5.51,68.76,99.63,81.32,99.06,40.17,18.95,46.66,82.18,53.66
657,10.1,79.43,0.46,54.3,84.27,91.92,37.4,1.54,98.65,15.29
658,68.95,4.48,38.1,61,6.41,54.54,56.88,40.62,94.4,92.01
659,91.71,32.69,15.4,19.36,4.55,76.8,4.73,62.65,23.03,75.46
660,69.91,51.53,45.22,37.96,47.08,46.27,2.63,64.82,11.92,61.78
661,29.45,8.92,97.5,90.12,41.43,62.52,7.95,58.2,88.83,46.85
662,59.96,20.52,4.03,44.7,53.73,89.59,86.79,43.37,67.32,25.53
663,70.83,50.93,86.31,93.33,40.22,44.14,25.45,31.55,75.33,83.77
664,53.28,6.37,75.02,19.45,69.22,13.68,30.03,74.16,8.38,76.45
